record_id_1,record_id_2,same_person
REC0008503,REC0011140,0
REC0004562,REC0012497,0
REC0012007,REC0012008,1
REC0003336,REC0006389,0
REC0003594,REC0004939,0
REC0014045,REC0014047,1
REC0014902,REC0014903,1
REC0005849,REC0005851,1
REC0007550,REC0007551,1
REC0004013,REC0010920,0
REC0012629,REC0014804,0
REC0014944,REC0014945,1
REC0006663,REC0006665,1
REC0008117,REC0008119,1
REC0005726,REC0014760,0
REC0001122,REC0005074,0
REC0003369,REC0004684,0
REC0008472,REC0011504,0
REC0008818,REC0013385,0
REC0001879,REC0009258,0
REC0005037,REC0013822,0
REC0006345,REC0008735,0
REC0008268,REC0008269,1
REC0002415,REC0007970,0
REC0010924,REC0010925,1
REC0003720,REC0006735,0
REC0001317,REC0010108,0
REC0000888,REC0013579,0
REC0000680,REC0000681,1
REC0002372,REC0003176,0
REC0004057,REC0013690,0
REC0009867,REC0012024,0
REC0006734,REC0008270,0
REC0004847,REC0004848,1
REC0007860,REC0007861,1
REC0002157,REC0002158,1
REC0006580,REC0014404,0
REC0003761,REC0003762,1
REC0001319,REC0004380,0
REC0003947,REC0003949,1
REC0003169,REC0003170,1
REC0012670,REC0012671,1
REC0004548,REC0007858,0
REC0003835,REC0003836,1
REC0006243,REC0011017,0
REC0004400,REC0008052,0
REC0000226,REC0012427,0
REC0006747,REC0006749,1
REC0006374,REC0011697,0
REC0012388,REC0012389,1
REC0005380,REC0009694,0
REC0006579,REC0014062,0
REC0001409,REC0001411,1
REC0008081,REC0008082,1
REC0001472,REC0001473,1
REC0001042,REC0002922,0
REC0002953,REC0003237,0
REC0014118,REC0014119,1
REC0001867,REC0004348,0
REC0002497,REC0005678,0
REC0004555,REC0010991,0
REC0013877,REC0014355,0
REC0005580,REC0009663,0
REC0008834,REC0008835,1
REC0001500,REC0001501,1
REC0012485,REC0012486,1
REC0013147,REC0013810,0
REC0001265,REC0001266,1
REC0013544,REC0013545,1
REC0003359,REC0003738,0
REC0008925,REC0010284,0
REC0002942,REC0014585,0
REC0008210,REC0009282,0
REC0004113,REC0008705,0
REC0012705,REC0012706,1
REC0012171,REC0012611,0
REC0006638,REC0006874,0
REC0002382,REC0014201,0
REC0001808,REC0009004,0
REC0001393,REC0001394,1
REC0005264,REC0007286,0
REC0001521,REC0001522,1
REC0003594,REC0003595,1
REC0004547,REC0014287,0
REC0002814,REC0010064,0
REC0010053,REC0010610,0
REC0005723,REC0010981,0
REC0005537,REC0008658,0
REC0008562,REC0012671,0
REC0009236,REC0009237,1
REC0000359,REC0000360,1
REC0009363,REC0010736,0
REC0005883,REC0007286,0
REC0011401,REC0012890,0
REC0008319,REC0012923,0
REC0007418,REC0007420,1
REC0003988,REC0007691,0
REC0000947,REC0001831,0
REC0005214,REC0007407,0
REC0006325,REC0006326,1
REC0003399,REC0008595,0
REC0002671,REC0014350,0
REC0007592,REC0007593,1
REC0013090,REC0013091,1
REC0006993,REC0006994,1
REC0014435,REC0014436,1
REC0000374,REC0006619,0
REC0007263,REC0007264,1
REC0002582,REC0014701,0
REC0008409,REC0008410,1
REC0000453,REC0010969,0
REC0003710,REC0007286,0
REC0003685,REC0003686,1
REC0003906,REC0012009,0
REC0004269,REC0007841,0
REC0002591,REC0008980,0
REC0013020,REC0013021,1
REC0000900,REC0000902,1
REC0008198,REC0013829,0
REC0008208,REC0008209,1
REC0003094,REC0009752,0
REC0006612,REC0014712,0
REC0003329,REC0008129,0
REC0005383,REC0005384,1
REC0008649,REC0014769,0
REC0011875,REC0013542,0
REC0001904,REC0001905,1
REC0003679,REC0003681,1
REC0003230,REC0014402,0
REC0004539,REC0014520,0
REC0010955,REC0010957,1
REC0013991,REC0013992,1
REC0002519,REC0008661,0
REC0000183,REC0006735,0
REC0001015,REC0001991,0
REC0005632,REC0005633,1
REC0002567,REC0007373,0
REC0002050,REC0005686,0
REC0006359,REC0009310,0
REC0003056,REC0009058,0
REC0000254,REC0012569,0
REC0011742,REC0012353,0
REC0003449,REC0003451,1
REC0003558,REC0003713,0
REC0009650,REC0009651,1
REC0000921,REC0005708,0
REC0005380,REC0008982,0
REC0000808,REC0002949,0
REC0002734,REC0008312,0
REC0010557,REC0013866,0
REC0007753,REC0013495,0
REC0014350,REC0014352,1
REC0013913,REC0014008,0
REC0014423,REC0014424,1
REC0002976,REC0010605,0
REC0005618,REC0005619,1
REC0001446,REC0013468,0
REC0011372,REC0014870,0
REC0002726,REC0014724,0
REC0006550,REC0010599,0
REC0007013,REC0008305,0
REC0009329,REC0010385,0
REC0008471,REC0014073,0
REC0000540,REC0014812,0
REC0010786,REC0012266,0
REC0008408,REC0008409,1
REC0000685,REC0010142,0
REC0012292,REC0014553,0
REC0009655,REC0013928,0
REC0008772,REC0014604,0
REC0001343,REC0010000,0
REC0001635,REC0007332,0
REC0003041,REC0005352,0
REC0007754,REC0010482,0
REC0004484,REC0004485,1
REC0002737,REC0002738,1
REC0003725,REC0009088,0
REC0012963,REC0014162,0
REC0001315,REC0002239,0
REC0004700,REC0004701,1
REC0003725,REC0003726,1
REC0003898,REC0003899,1
REC0000915,REC0000916,1
REC0000526,REC0000527,1
REC0000637,REC0005331,0
REC0008675,REC0008676,1
REC0006959,REC0012309,0
REC0014070,REC0014918,0
REC0007813,REC0010979,0
REC0009156,REC0009157,1
REC0011900,REC0015018,0
REC0001079,REC0008192,0
REC0001860,REC0009949,0
REC0004542,REC0012915,0
REC0014155,REC0014729,0
REC0012542,REC0012543,1
REC0000460,REC0005312,0
REC0010442,REC0010443,1
REC0003364,REC0003365,1
REC0011796,REC0011797,1
REC0010880,REC0010881,1
REC0004749,REC0004750,1
REC0000873,REC0001974,0
REC0000111,REC0007654,0
REC0003613,REC0004035,0
REC0014145,REC0014146,1
REC0006877,REC0011801,0
REC0000211,REC0012200,0
REC0010668,REC0014396,0
REC0003818,REC0003819,1
REC0011981,REC0011982,1
REC0001480,REC0008380,0
REC0004529,REC0008271,0
REC0000163,REC0005538,0
REC0001821,REC0007434,0
REC0001982,REC0002085,0
REC0000581,REC0005542,0
REC0002710,REC0008389,0
REC0011257,REC0011531,0
REC0009919,REC0009920,1
REC0003330,REC0012578,0
REC0006780,REC0012792,0
REC0005491,REC0005492,1
REC0001947,REC0003116,0
REC0004227,REC0004228,1
REC0006239,REC0006353,0
REC0002058,REC0009286,0
REC0004079,REC0004080,1
REC0005315,REC0012856,0
REC0010780,REC0010781,1
REC0001589,REC0010811,0
REC0003169,REC0007911,0
REC0010595,REC0011205,0
REC0014500,REC0014501,1
REC0003683,REC0004670,0
REC0002562,REC0011405,0
REC0004102,REC0006656,0
REC0009233,REC0013823,0
REC0012605,REC0012606,1
REC0004082,REC0004083,1
REC0006259,REC0008842,0
REC0008303,REC0008304,1
REC0009041,REC0010319,0
REC0006070,REC0012583,0
REC0000503,REC0014302,0
REC0014671,REC0014672,1
REC0012158,REC0012159,1
REC0011229,REC0014677,0
REC0003375,REC0006447,0
REC0005748,REC0005749,1
REC0012989,REC0013661,0
REC0001945,REC0006245,0
REC0001373,REC0009951,0
REC0012251,REC0013915,0
REC0012740,REC0013404,0
REC0005499,REC0006430,0
REC0003701,REC0007484,0
REC0000042,REC0011418,0
REC0004690,REC0012313,0
REC0011162,REC0011163,1
REC0003589,REC0009206,0
REC0003694,REC0010122,0
REC0005607,REC0010604,0
REC0005234,REC0005593,0
REC0000905,REC0001663,0
REC0003597,REC0010527,0
REC0000435,REC0008397,0
REC0008386,REC0008387,1
REC0009786,REC0012482,0
REC0000613,REC0010867,0
REC0003677,REC0010419,0
REC0013152,REC0013153,1
REC0002461,REC0002462,1
REC0006364,REC0006366,1
REC0004040,REC0008835,0
REC0005910,REC0008647,0
REC0009027,REC0012726,0
REC0001483,REC0001525,0
REC0002999,REC0009947,0
REC0014521,REC0014522,1
REC0009653,REC0013928,0
REC0004915,REC0014855,0
REC0003877,REC0014242,0
REC0001016,REC0011927,0
REC0001559,REC0008654,0
REC0000585,REC0013229,0
REC0012786,REC0012787,1
REC0000326,REC0007318,0
REC0004197,REC0013009,0
REC0005823,REC0005824,1
REC0014702,REC0014703,1
REC0002156,REC0006529,0
REC0010895,REC0014525,0
REC0002805,REC0002806,1
REC0013134,REC0013135,1
REC0010194,REC0010195,1
REC0001322,REC0012219,0
REC0002140,REC0009721,0
REC0012319,REC0012321,1
REC0001251,REC0006318,0
REC0006493,REC0014228,0
REC0007093,REC0007094,1
REC0007913,REC0013163,0
REC0011657,REC0011658,1
REC0004250,REC0010568,0
REC0014403,REC0014404,1
REC0003066,REC0003823,0
REC0001517,REC0014362,0
REC0004522,REC0006768,0
REC0005474,REC0005475,1
REC0007749,REC0012334,0
REC0004323,REC0004324,1
REC0006987,REC0012036,0
REC0000544,REC0000545,1
REC0003968,REC0003969,1
REC0011352,REC0011353,1
REC0005117,REC0005242,0
REC0000818,REC0000819,1
REC0007099,REC0008649,0
REC0002736,REC0012367,0
REC0004112,REC0004113,1
REC0000003,REC0007498,0
REC0006648,REC0011133,0
REC0002259,REC0005039,0
REC0011338,REC0011339,1
REC0006795,REC0010290,0
REC0012898,REC0012899,1
REC0000412,REC0002641,0
REC0009531,REC0015023,0
REC0005730,REC0012875,0
REC0005799,REC0009078,0
REC0007453,REC0010936,0
REC0007696,REC0007991,0
REC0011330,REC0011331,1
REC0004827,REC0004828,1
REC0007177,REC0010838,0
REC0001361,REC0001363,1
REC0007485,REC0007487,1
REC0001542,REC0004359,0
REC0012347,REC0012348,1
REC0003618,REC0004201,0
REC0000748,REC0002126,0
REC0004119,REC0004859,0
REC0001218,REC0007923,0
REC0004445,REC0013044,0
REC0003765,REC0004498,0
REC0000981,REC0007865,0
REC0001540,REC0010266,0
REC0001397,REC0011261,0
REC0008573,REC0010041,0
REC0009450,REC0009451,1
REC0002962,REC0002992,0
REC0001248,REC0002167,0
REC0000782,REC0011007,0
REC0008219,REC0008220,1
REC0006440,REC0013895,0
REC0006156,REC0007003,0
REC0004979,REC0012383,0
REC0002601,REC0002602,1
REC0003335,REC0012622,0
REC0004735,REC0004736,1
REC0004661,REC0011589,0
REC0005967,REC0013687,0
REC0001181,REC0011795,0
REC0008705,REC0009303,0
REC0000790,REC0000792,1
REC0000965,REC0000966,1
REC0012141,REC0012231,0
REC0003209,REC0005532,0
REC0004194,REC0010579,0
REC0013299,REC0013300,1
REC0008140,REC0011566,0
REC0010936,REC0010937,1
REC0005378,REC0005379,1
REC0006051,REC0010038,0
REC0003164,REC0003726,0
REC0003449,REC0014352,0
REC0002875,REC0005068,0
REC0002628,REC0009978,0
REC0000762,REC0004142,0
REC0002970,REC0007706,0
REC0003121,REC0014007,0
REC0014846,REC0014848,1
REC0004302,REC0009654,0
REC0001527,REC0004931,0
REC0001495,REC0012593,0
REC0001809,REC0007507,0
REC0007439,REC0008799,0
REC0004281,REC0005976,0
REC0002347,REC0008536,0
REC0009312,REC0010588,0
REC0004503,REC0010782,0
REC0003710,REC0003711,1
REC0001127,REC0009023,0
REC0005843,REC0014741,0
REC0011563,REC0011564,1
REC0001068,REC0014690,0
REC0011910,REC0011911,1
REC0003272,REC0006058,0
REC0001427,REC0010426,0
REC0010545,REC0010546,1
REC0002795,REC0002796,1
REC0012569,REC0012571,1
REC0001302,REC0008281,0
REC0000223,REC0003718,0
REC0004863,REC0005592,0
REC0001747,REC0009250,0
REC0002626,REC0002627,1
REC0007235,REC0012769,0
REC0011625,REC0011626,1
REC0000282,REC0000283,1
REC0006189,REC0011668,0
REC0006141,REC0013123,0
REC0007637,REC0007638,1
REC0003597,REC0007314,0
REC0005474,REC0010075,0
REC0006610,REC0006611,1
REC0002632,REC0004568,0
REC0001216,REC0012163,0
REC0003550,REC0003551,1
REC0007220,REC0009930,0
REC0007703,REC0008611,0
REC0009913,REC0012279,0
REC0004319,REC0004320,1
REC0004845,REC0012815,0
REC0010557,REC0010646,0
REC0000125,REC0011867,0
REC0007069,REC0013438,0
REC0011495,REC0013626,0
REC0003390,REC0009704,0
REC0001013,REC0001014,1
REC0007732,REC0013366,0
REC0005612,REC0005613,1
REC0014247,REC0014248,1
REC0005572,REC0005856,0
REC0011803,REC0011804,1
REC0005507,REC0014771,0
REC0000247,REC0000248,1
REC0000912,REC0009607,0
REC0004938,REC0006575,0
REC0000473,REC0013530,0
REC0003473,REC0006604,0
REC0010368,REC0011889,0
REC0006663,REC0006664,1
REC0002655,REC0002658,0
REC0004607,REC0014438,0
REC0004014,REC0013745,0
REC0008466,REC0008467,1
REC0006594,REC0009603,0
REC0000234,REC0014591,0
REC0008733,REC0008734,1
REC0004272,REC0008218,0
REC0002791,REC0003749,0
REC0007437,REC0010141,0
REC0006664,REC0006665,1
REC0002912,REC0002913,1
REC0007466,REC0013852,0
REC0009341,REC0013880,0
REC0003881,REC0003882,1
REC0003339,REC0009285,0
REC0012037,REC0012038,1
REC0014390,REC0014391,1
REC0013089,REC0013090,1
REC0003240,REC0010946,0
REC0011820,REC0011821,1
REC0002247,REC0004886,0
REC0010214,REC0014418,0
REC0000009,REC0000010,1
REC0010682,REC0010684,1
REC0002518,REC0004835,0
REC0007909,REC0007910,1
REC0009099,REC0013331,0
REC0001002,REC0008108,0
REC0002286,REC0002287,1
REC0007699,REC0010152,0
REC0009799,REC0013023,0
REC0002339,REC0010071,0
REC0000695,REC0002968,0
REC0014060,REC0014062,1
REC0007604,REC0008570,0
REC0003194,REC0003196,1
REC0005646,REC0010031,0
REC0010521,REC0010522,1
REC0002963,REC0007985,0
REC0000271,REC0007539,0
REC0011586,REC0011587,1
REC0001762,REC0013842,0
REC0002876,REC0008706,0
REC0000293,REC0004672,0
REC0003818,REC0005940,0
REC0000446,REC0004348,0
REC0012399,REC0014637,0
REC0004531,REC0013692,0
REC0005463,REC0005464,1
REC0009455,REC0009456,1
REC0013260,REC0014116,0
REC0005325,REC0008224,0
REC0002191,REC0003545,0
REC0005835,REC0008468,0
REC0007904,REC0010251,0
REC0000708,REC0009845,0
REC0004043,REC0008774,0
REC0001643,REC0012384,0
REC0006045,REC0009494,0
REC0003494,REC0013847,0
REC0009829,REC0012491,0
REC0006703,REC0012240,0
REC0009676,REC0013185,0
REC0004862,REC0008893,0
REC0002276,REC0005255,0
REC0009379,REC0011673,0
REC0011635,REC0012160,0
REC0000380,REC0012623,0
REC0007228,REC0007229,1
REC0007140,REC0013516,0
REC0001416,REC0006948,0
REC0003163,REC0009783,0
REC0007800,REC0014129,0
REC0004758,REC0004759,1
REC0005139,REC0013082,0
REC0011351,REC0014596,0
REC0011081,REC0011082,1
REC0001091,REC0006472,0
REC0008018,REC0008019,1
REC0001182,REC0001183,1
REC0002544,REC0005168,0
REC0006903,REC0009658,0
REC0007214,REC0013677,0
REC0000921,REC0000922,1
REC0003585,REC0003586,1
REC0007134,REC0012566,0
REC0010625,REC0013084,0
REC0008339,REC0014358,0
REC0004085,REC0011238,0
REC0004172,REC0010264,0
REC0002257,REC0009577,0
REC0009235,REC0014208,0
REC0003577,REC0014924,0
REC0000036,REC0007509,0
REC0012117,REC0012118,1
REC0010248,REC0012381,0
REC0002161,REC0012831,0
REC0002770,REC0008723,0
REC0002969,REC0011698,0
REC0007423,REC0009846,0
REC0011758,REC0011759,1
REC0002112,REC0010992,0
REC0001115,REC0001116,1
REC0003261,REC0013340,0
REC0002761,REC0012118,0
REC0013467,REC0013468,1
REC0001981,REC0007601,0
REC0002460,REC0002773,0
REC0004098,REC0004099,1
REC0001701,REC0008139,0
REC0003257,REC0003499,0
REC0001476,REC0012698,0
REC0000544,REC0007974,0
REC0000159,REC0012445,0
REC0010331,REC0012649,0
REC0013212,REC0014918,0
REC0007247,REC0014541,0
REC0006569,REC0012218,0
REC0010874,REC0010875,1
REC0002238,REC0014268,0
REC0004959,REC0008530,0
REC0000533,REC0006822,0
REC0000701,REC0000702,1
REC0001948,REC0009386,0
REC0010313,REC0010314,1
REC0010148,REC0010149,1
REC0003531,REC0014003,0
REC0000531,REC0014040,0
REC0007752,REC0007753,1
REC0013844,REC0013989,0
REC0000473,REC0010002,0
REC0000558,REC0000559,1
REC0001354,REC0001588,0
REC0009149,REC0011478,0
REC0000522,REC0007779,0
REC0002167,REC0002168,1
REC0004347,REC0014648,0
REC0003164,REC0003165,1
REC0005680,REC0013118,0
REC0010199,REC0011613,0
REC0002138,REC0008576,0
REC0013916,REC0013917,1
REC0004838,REC0007898,0
REC0002782,REC0003280,0
REC0003938,REC0013553,0
REC0002575,REC0002577,1
REC0001171,REC0010871,0
REC0002187,REC0005559,0
REC0014173,REC0014727,0
REC0007345,REC0007346,1
REC0005786,REC0009560,0
REC0008015,REC0012420,0
REC0012202,REC0012203,1
REC0000269,REC0002203,0
REC0007611,REC0007612,1
REC0005512,REC0014131,0
REC0002247,REC0010899,0
REC0003422,REC0012225,0
REC0000935,REC0013552,0
REC0013336,REC0013337,1
REC0003391,REC0004421,0
REC0000433,REC0000434,1
REC0010376,REC0010377,1
REC0012089,REC0012090,1
REC0007686,REC0014703,0
REC0001305,REC0004814,0
REC0011696,REC0011697,1
REC0001845,REC0013268,0
REC0004461,REC0004462,1
REC0000638,REC0000639,1
REC0004731,REC0013592,0
REC0014180,REC0014493,0
REC0012923,REC0012924,1
REC0004063,REC0008706,0
REC0005252,REC0005253,1
REC0008709,REC0012904,0
REC0009272,REC0013254,0
REC0005210,REC0011075,0
REC0002435,REC0002436,1
REC0001973,REC0012285,0
REC0010331,REC0012357,0
REC0001970,REC0010240,0
REC0006654,REC0011929,0
REC0006275,REC0014396,0
REC0012688,REC0014026,0
REC0006623,REC0014041,0
REC0002623,REC0005198,0
REC0013068,REC0014044,0
REC0005944,REC0014323,0
REC0010468,REC0010469,1
REC0000718,REC0005133,0
REC0009818,REC0009819,1
REC0000942,REC0000943,1
REC0012301,REC0013528,0
REC0002735,REC0006934,0
REC0000769,REC0013690,0
REC0003525,REC0003526,1
REC0005794,REC0012214,0
REC0008397,REC0012055,0
REC0009275,REC0009276,1
REC0001877,REC0002245,0
REC0003824,REC0005697,0
REC0002775,REC0002776,1
REC0002240,REC0004318,0
REC0006954,REC0007628,0
REC0001021,REC0006110,0
REC0007302,REC0007304,1
REC0000569,REC0000570,1
REC0013494,REC0013495,1
REC0014825,REC0014928,0
REC0013849,REC0013850,1
REC0002930,REC0006037,0
REC0014776,REC0014777,1
REC0009598,REC0009599,1
REC0004216,REC0010416,0
REC0007301,REC0012807,0
REC0002776,REC0014380,0
REC0000637,REC0000638,1
REC0002403,REC0008305,0
REC0000206,REC0005589,0
REC0007899,REC0012194,0
REC0002568,REC0014217,0
REC0011562,REC0011563,1
REC0000325,REC0000327,1
REC0005897,REC0005898,1
REC0000499,REC0012667,0
REC0011100,REC0011101,1
REC0002944,REC0002945,1
REC0000658,REC0010223,0
REC0003233,REC0003234,1
REC0002330,REC0005566,0
REC0007429,REC0012101,0
REC0009391,REC0010233,0
REC0001903,REC0001904,1
REC0001754,REC0014890,0
REC0014679,REC0014680,1
REC0000871,REC0011444,0
REC0008376,REC0008377,1
REC0005367,REC0012320,0
REC0011698,REC0011700,1
REC0007670,REC0007671,1
REC0013193,REC0013194,1
REC0012868,REC0012869,1
REC0003743,REC0010213,0
REC0003093,REC0014282,0
REC0005629,REC0013981,0
REC0005788,REC0009454,0
REC0001230,REC0007876,0
REC0002128,REC0002130,1
REC0002150,REC0002151,1
REC0002995,REC0002996,1
REC0000999,REC0001467,0
REC0002584,REC0002585,1
REC0008560,REC0008561,1
REC0004395,REC0004397,1
REC0002843,REC0008392,0
REC0008935,REC0008936,1
REC0000878,REC0007903,0
REC0006799,REC0011696,0
REC0010677,REC0010678,1
REC0007622,REC0013800,0
REC0006448,REC0008673,0
REC0004304,REC0007945,0
REC0003745,REC0012102,0
REC0005924,REC0005925,1
REC0011076,REC0012441,0
REC0006768,REC0006769,1
REC0005784,REC0005785,1
REC0009372,REC0014782,0
REC0008711,REC0012396,0
REC0006875,REC0006876,1
REC0003971,REC0008178,0
REC0009190,REC0011135,0
REC0005814,REC0005815,1
REC0003066,REC0009990,0
REC0013608,REC0013610,1
REC0004638,REC0013753,0
REC0003641,REC0009238,0
REC0010137,REC0010138,1
REC0001269,REC0006569,0
REC0003619,REC0011249,0
REC0010535,REC0010536,1
REC0006855,REC0014933,0
REC0008392,REC0012079,0
REC0012576,REC0012577,1
REC0000630,REC0014172,0
REC0003561,REC0005410,0
REC0003809,REC0010061,0
REC0005508,REC0011967,0
REC0001405,REC0008117,0
REC0000739,REC0000740,1
REC0012666,REC0012667,1
REC0004615,REC0005342,0
REC0009354,REC0009355,1
REC0002500,REC0003781,0
REC0011893,REC0012163,0
REC0010197,REC0010198,1
REC0001095,REC0011674,0
REC0003143,REC0003687,0
REC0006264,REC0007037,0
REC0010913,REC0010915,1
REC0007864,REC0009399,0
REC0001007,REC0004169,0
REC0003714,REC0003715,1
REC0002401,REC0003047,0
REC0003039,REC0007089,0
REC0007816,REC0012989,0
REC0000515,REC0009623,0
REC0008743,REC0013561,0
REC0004780,REC0011612,0
REC0005806,REC0006858,0
REC0004180,REC0010869,0
REC0002669,REC0010755,0
REC0005950,REC0005951,1
REC0007968,REC0007969,1
REC0002689,REC0014388,0
REC0006317,REC0007844,0
REC0005510,REC0007093,0
REC0008159,REC0008160,1
REC0004521,REC0008126,0
REC0006280,REC0009059,0
REC0012211,REC0012213,1
REC0003369,REC0005431,0
REC0000843,REC0000845,1
REC0004337,REC0005134,0
REC0009407,REC0009408,1
REC0008331,REC0012908,0
REC0002177,REC0007574,0
REC0008594,REC0008595,1
REC0000419,REC0000420,1
REC0003576,REC0003577,1
REC0007442,REC0008578,0
REC0001864,REC0002091,0
REC0003463,REC0012564,0
REC0000636,REC0004162,0
REC0004227,REC0006639,0
REC0001291,REC0001292,1
REC0010896,REC0013027,0
REC0003013,REC0011037,0
REC0002606,REC0002607,1
REC0013222,REC0013223,1
REC0008137,REC0008138,1
REC0005537,REC0005538,1
REC0007180,REC0014646,0
REC0002099,REC0012242,0
REC0013562,REC0013564,1
REC0001885,REC0005149,0
REC0008472,REC0011118,0
REC0006098,REC0006902,0
REC0011923,REC0011924,1
REC0003951,REC0014959,0
REC0004463,REC0010822,0
REC0010361,REC0010362,1
REC0011291,REC0014878,0
REC0005159,REC0005837,0
REC0003107,REC0009248,0
REC0012592,REC0014519,0
REC0003040,REC0003243,0
REC0007008,REC0010504,0
REC0001824,REC0014470,0
REC0011598,REC0012260,0
REC0005727,REC0010112,0
REC0007095,REC0012008,0
REC0006464,REC0006499,0
REC0002187,REC0009293,0
REC0002045,REC0008545,0
REC0011268,REC0013487,0
REC0010887,REC0010888,1
REC0000798,REC0013656,0
REC0007122,REC0007552,0
REC0009021,REC0009151,0
REC0009890,REC0009891,1
REC0000352,REC0009297,0
REC0011717,REC0011718,1
REC0006731,REC0006732,1
REC0002909,REC0012573,0
REC0007084,REC0011535,0
REC0007534,REC0012016,0
REC0008406,REC0012447,0
REC0001839,REC0011215,0
REC0011860,REC0011861,1
REC0010620,REC0013797,0
REC0013807,REC0013906,0
REC0000872,REC0008985,0
REC0010933,REC0010934,1
REC0008329,REC0011939,0
REC0001482,REC0013376,0
REC0001784,REC0003982,0
REC0006807,REC0009019,0
REC0007242,REC0010980,0
REC0006875,REC0007870,0
REC0006717,REC0012504,0
REC0009987,REC0011086,0
REC0003347,REC0010549,0
REC0003517,REC0007050,0
REC0010934,REC0010947,0
REC0002225,REC0002226,1
REC0005676,REC0013179,0
REC0004878,REC0005573,0
REC0003602,REC0007388,0
REC0006167,REC0006168,1
REC0010838,REC0010860,0
REC0006538,REC0011110,0
REC0012472,REC0012473,1
REC0000502,REC0013513,0
REC0000599,REC0000600,1
REC0003004,REC0008470,0
REC0013849,REC0014524,0
REC0005647,REC0014250,0
REC0010951,REC0010952,1
REC0004714,REC0013461,0
REC0007041,REC0007556,0
REC0008288,REC0008773,0
REC0004985,REC0013690,0
REC0005945,REC0012537,0
REC0005163,REC0006506,0
REC0006484,REC0006485,1
REC0012162,REC0014435,0
REC0007291,REC0010852,0
REC0004646,REC0008360,0
REC0009005,REC0011306,0
REC0000272,REC0000273,1
REC0008500,REC0008622,0
REC0004224,REC0010252,0
REC0003846,REC0003847,1
REC0011788,REC0011789,1
REC0002224,REC0002226,1
REC0014277,REC0014278,1
REC0013351,REC0013352,1
REC0006207,REC0006208,1
REC0000649,REC0000651,1
REC0008608,REC0008609,1
REC0010710,REC0010711,1
REC0014407,REC0014408,1
REC0010843,REC0013191,0
REC0000536,REC0000537,1
REC0000225,REC0014359,0
REC0002171,REC0006115,0
REC0001904,REC0010889,0
REC0014638,REC0014639,1
REC0001375,REC0006098,0
REC0002302,REC0014630,0
REC0009734,REC0014509,0
REC0007910,REC0008134,0
REC0002432,REC0013624,0
REC0014771,REC0014772,1
REC0005228,REC0007612,0
REC0002955,REC0013845,0
REC0001116,REC0013892,0
REC0005725,REC0006704,0
REC0011786,REC0014002,0
REC0006955,REC0008471,0
REC0000124,REC0004652,0
REC0014500,REC0014502,1
REC0003824,REC0010379,0
REC0001943,REC0001944,1
REC0006632,REC0010620,0
REC0005026,REC0008144,0
REC0011204,REC0014118,0
REC0003502,REC0005540,0
REC0012480,REC0012481,1
REC0002857,REC0002858,1
REC0001173,REC0005400,0
REC0002457,REC0008052,0
REC0007697,REC0008076,0
REC0004349,REC0004350,1
REC0001686,REC0001687,1
REC0003629,REC0008315,0
REC0006510,REC0006511,1
REC0010092,REC0010093,1
REC0010773,REC0010774,1
REC0001936,REC0009496,0
REC0004334,REC0004335,1
REC0004501,REC0007604,0
REC0006781,REC0010725,0
REC0013453,REC0013454,1
REC0001511,REC0005769,0
REC0009024,REC0010160,0
REC0003967,REC0004739,0
REC0000787,REC0005985,0
REC0005630,REC0005631,1
REC0008172,REC0008173,1
REC0013006,REC0013007,1
REC0002642,REC0007295,0
REC0011465,REC0011466,1
REC0005930,REC0005985,0
REC0008542,REC0008543,1
REC0000241,REC0000242,1
REC0001179,REC0002612,0
REC0001602,REC0001604,1
REC0005003,REC0005005,1
REC0013174,REC0014274,0
REC0010532,REC0012533,0
REC0005023,REC0013146,0
REC0005583,REC0013239,0
REC0000734,REC0007363,0
REC0003777,REC0013304,0
REC0003370,REC0009379,0
REC0006481,REC0007191,0
REC0014165,REC0014648,0
REC0000843,REC0000844,1
REC0008498,REC0008499,1
REC0004772,REC0004774,1
REC0007935,REC0010343,0
REC0002258,REC0013504,0
REC0006805,REC0006806,1
REC0010308,REC0010310,1
REC0001403,REC0009137,0
REC0005945,REC0005946,1
REC0004236,REC0006200,0
REC0006501,REC0007755,0
REC0009505,REC0012420,0
REC0003040,REC0014725,0
REC0004345,REC0008782,0
REC0002955,REC0002956,1
REC0000375,REC0005516,0
REC0008053,REC0011461,0
REC0009354,REC0013210,0
REC0007399,REC0007400,1
REC0002208,REC0002209,1
REC0000818,REC0000820,1
REC0012709,REC0014601,0
REC0012592,REC0013282,0
REC0004368,REC0004370,1
REC0005826,REC0012929,0
REC0008573,REC0008574,1
REC0010342,REC0013715,0
REC0003864,REC0012334,0
REC0003092,REC0010201,0
REC0006899,REC0013877,0
REC0004388,REC0006016,0
REC0011467,REC0011468,1
REC0004794,REC0004795,1
REC0008937,REC0011297,0
REC0011627,REC0011655,0
REC0007845,REC0007846,1
REC0006509,REC0014769,0
REC0002541,REC0005085,0
REC0013231,REC0013232,1
REC0001079,REC0008281,0
REC0007952,REC0011460,0
REC0000755,REC0000756,1
REC0010209,REC0013697,0
REC0007193,REC0012918,0
REC0003180,REC0008048,0
REC0000320,REC0011740,0
REC0011543,REC0011544,1
REC0012527,REC0012528,1
REC0005573,REC0009623,0
REC0003541,REC0009192,0
REC0007148,REC0008143,0
REC0011616,REC0013192,0
REC0002229,REC0002230,1
